tefreqs:, k index, k1, k2, k3, kmag/2pi, te band 1, te band 2, te band 3, te band 4, te band 5, te band 6, te band 7, te band 8, te band 9, te band 10, te band 11, te band 12, te band 13, te band 14, te band 15, te band 16, te band 17, te band 18, te band 19, te band 20, te band 21, te band 22, te band 23, te band 24, te band 25, te band 26, te band 27, te band 28, te band 29, te band 30, te band 31, te band 32, te band 33, te band 34, te band 35, te band 36, te band 37, te band 38, te band 39, te band 40, te band 41, te band 42, te band 43, te band 44, te band 45, te band 46, te band 47, te band 48, te band 49, te band 50, te band 51, te band 52, te band 53, te band 54, te band 55, te band 56, te band 57, te band 58, te band 59, te band 60, te band 61, te band 62, te band 63, te band 64, te band 65, te band 66, te band 67, te band 68, te band 69, te band 70, te band 71, te band 72, te band 73, te band 74, te band 75, te band 76, te band 77, te band 78, te band 79, te band 80, te band 81, te band 82, te band 83, te band 84, te band 85, te band 86, te band 87, te band 88, te band 89, te band 90, te band 91, te band 92, te band 93, te band 94, te band 95, te band 96, te band 97, te band 98, te band 99, te band 100, te band 101, te band 102, te band 103, te band 104, te band 105, te band 106, te band 107, te band 108, te band 109, te band 110, te band 111, te band 112, te band 113, te band 114, te band 115, te band 116, te band 117, te band 118, te band 119, te band 120, te band 121, te band 122, te band 123, te band 124, te band 125, te band 126, te band 127, te band 128, te band 129, te band 130, te band 131, te band 132, te band 133, te band 134, te band 135, te band 136, te band 137, te band 138, te band 139, te band 140, te band 141, te band 142, te band 143, te band 144, te band 145, te band 146, te band 147, te band 148, te band 149, te band 150, te band 151, te band 152, te band 153, te band 154, te band 155, te band 156, te band 157, te band 158, te band 159, te band 160, te band 161, te band 162, te band 163, te band 164, te band 165, te band 166, te band 167, te band 168, te band 169, te band 170, te band 171, te band 172, te band 173, te band 174, te band 175, te band 176, te band 177, te band 178, te band 179, te band 180
tefreqs:, 26, 0, 0, 0, 0, 0, 0.0422364, 0.0422374, 0.0843307, 0.0843329, 0.126136, 0.126139, 0.167488, 0.167493, 0.208204, 0.208211, 0.248059, 0.248069, 0.286777, 0.28679, 0.323992, 0.324008, 0.359181, 0.35919, 0.391114, 0.392636, 0.421398, 0.421459, 0.44561, 0.445772, 0.463724, 0.464178, 0.475143, 0.476269, 0.481471, 0.482865, 0.485496, 0.48563, 0.486813, 0.48724, 0.489766, 0.492591, 0.494374, 0.495343, 0.502202, 0.502212, 0.507275, 0.507588, 0.508787, 0.511079, 0.511364, 0.514904, 0.516582, 0.518568, 0.521483, 0.523113, 0.523764, 0.525357, 0.526028, 0.526403, 0.529494, 0.534312, 0.537806, 0.540066, 0.541314, 0.594492, 0.597509, 0.600149, 0.601148, 0.604059, 0.604823, 0.607755, 0.609478, 0.611623, 0.613366, 0.615487, 0.616121, 0.6169, 0.617361, 0.617758, 0.620409, 0.622996, 0.624548, 0.625322, 0.628167, 0.628241, 0.628259, 0.629741, 0.629765, 0.630771, 0.63391, 0.633918, 0.634149, 0.638921, 0.639789, 0.640653, 0.640659, 0.641499, 0.642555, 0.647589, 0.647795, 0.649711, 0.649728, 0.657361, 0.657924, 0.660452, 0.660716, 0.670393, 0.670865, 0.672966, 0.673193, 0.684682, 0.685423, 0.685861, 0.686469, 0.698016, 0.698111, 0.699741, 0.699774, 0.707406, 0.707756, 0.712423, 0.712889, 0.728803, 0.729174, 0.730787, 0.731185, 0.748613, 0.749134, 0.756128, 0.756701, 0.758179, 0.75884, 0.761516, 0.761869, 0.765471, 0.766875, 0.767283, 0.76687, 0.771, 0.771572, 0.771868, 0.773857, 0.774283, 0.77587, 0.776082, 0.777584, 0.778188, 0.779031, 0.777425, 0.777761, 0.780019, 0.780589, 0.781198, 0.781923, 0.782421, 0.783288, 0.78517, 0.786223, 0.787219, 0.792059, 0.796019, 0.798678, 0.799642, 0.81093, 0.810932, 0.832855, 0.833126, 0.834352, 0.836032, 0.836066, 0.835354, 0.835666, 0.836088, 0.836453, 0.836703, 0.836807, 0.837491, 0.837634, 0.838277, 0.838392, 0.838566, 0.837556, 0.838428, 0.83919
tefreqs:, 27, 0.02, 0, 0, 0.02, 0.0146381, 0.0446952, 0.0446962, 0.0855802, 0.0855823, 0.126964, 0.126968, 0.168102, 0.168108, 0.208686, 0.208693, 0.24845, 0.24846, 0.287099, 0.287112, 0.32426, 0.324276, 0.359402, 0.359411, 0.39129, 0.392818, 0.42154, 0.4216, 0.445711, 0.445873, 0.463779, 0.464234, 0.475155, 0.476283, 0.481451, 0.482849, 0.48547, 0.485603, 0.486776, 0.487216, 0.489736, 0.492565, 0.49434, 0.495311, 0.502101, 0.502104, 0.50708, 0.507404, 0.508602, 0.510929, 0.51121, 0.514781, 0.516469, 0.518471, 0.521407, 0.523015, 0.523702, 0.525306, 0.525975, 0.52636, 0.529419, 0.534246, 0.537748, 0.540015, 0.541266, 0.594498, 0.597507, 0.600111, 0.601089, 0.604015, 0.60471, 0.607681, 0.60943, 0.61158, 0.613328, 0.615464, 0.61609, 0.616877, 0.617347, 0.617745, 0.620371, 0.622963, 0.624496, 0.625298, 0.628066, 0.628123, 0.628278, 0.629515, 0.629581, 0.630743, 0.633642, 0.633669, 0.63416, 0.638907, 0.639979, 0.640228, 0.640306, 0.641819, 0.642853, 0.647447, 0.647584, 0.649646, 0.64977, 0.657291, 0.657566, 0.660492, 0.660494, 0.670217, 0.670685, 0.672733, 0.672959, 0.684438, 0.685156, 0.685576, 0.68616, 0.697674, 0.697725, 0.699363, 0.699376, 0.706939, 0.707299, 0.711801, 0.712284, 0.725406, 0.725485, 0.734296, 0.734394, 0.749086, 0.749587, 0.756403, 0.756968, 0.758407, 0.759057, 0.761689, 0.762034, 0.76562, 0.767021, 0.766945, 0.767303, 0.771128, 0.77165, 0.771939, 0.773924, 0.774347, 0.775835, 0.776197, 0.777633, 0.778224, 0.777491, 0.777719, 0.779038, 0.77999, 0.780669, 0.78121, 0.781941, 0.782412, 0.783363, 0.785257, 0.786304, 0.787233, 0.792045, 0.796008, 0.798675, 0.799634, 0.810994, 0.810996, 0.832757, 0.833081, 0.834358, 0.836074, 0.835486, 0.835706, 0.83576, 0.836092, 0.836453, 0.836643, 0.83686, 0.837284, 0.837688, 0.838728, 0.838795, 0.837669, 0.837982, 0.838666, 0.839352
tefreqs:, 28, 0.04, 0, 0, 0.04, 0.0292679, 0.0513671, 0.0513679, 0.0892218, 0.0892238, 0.129418, 0.129421, 0.16993, 0.169935, 0.210124, 0.210131, 0.249618, 0.249628, 0.288065, 0.288078, 0.325061, 0.325078, 0.360062, 0.36007, 0.391819, 0.393362, 0.421966, 0.422026, 0.44601, 0.446174, 0.463943, 0.464403, 0.475189, 0.476325, 0.481401, 0.4828, 0.485392, 0.485528, 0.486694, 0.48714, 0.489642, 0.492458, 0.494236, 0.495215, 0.501786, 0.501796, 0.506484, 0.50685, 0.508041, 0.510471, 0.510736, 0.514404, 0.516116, 0.518171, 0.521176, 0.522716, 0.523509, 0.525151, 0.525816, 0.526233, 0.529189, 0.534047, 0.537573, 0.539859, 0.541122, 0.594515, 0.597501, 0.599994, 0.600906, 0.603885, 0.604367, 0.607444, 0.60928, 0.611449, 0.613212, 0.615392, 0.615993, 0.616812, 0.617305, 0.617707, 0.620256, 0.62286, 0.624403, 0.625222, 0.627496, 0.62796, 0.628178, 0.628965, 0.629117, 0.630655, 0.632939, 0.633062, 0.634082, 0.638759, 0.639287, 0.639732, 0.640522, 0.642359, 0.64336, 0.647002, 0.647015, 0.649465, 0.649832, 0.656979, 0.65714, 0.659941, 0.660008, 0.669691, 0.670147, 0.672051, 0.672269, 0.683712, 0.684345, 0.684753, 0.68525, 0.696592, 0.696665, 0.698155, 0.698306, 0.70557, 0.705964, 0.710034, 0.710566, 0.720918, 0.720943, 0.738317, 0.73835, 0.750395, 0.750847, 0.75719, 0.757734, 0.759069, 0.759685, 0.762191, 0.762514, 0.766067, 0.767365, 0.767261, 0.767569, 0.771304, 0.771825, 0.772222, 0.774112, 0.774489, 0.775852, 0.776403, 0.777702, 0.778293, 0.777659, 0.777736, 0.779052, 0.779986, 0.780814, 0.781265, 0.782014, 0.782401, 0.783475, 0.785316, 0.786352, 0.787319, 0.792167, 0.796133, 0.798813, 0.799776, 0.811187, 0.811189, 0.83229, 0.832846, 0.833748, 0.836019, 0.835235, 0.835783, 0.835839, 0.836134, 0.836228, 0.836551, 0.836885, 0.837004, 0.837214, 0.837324, 0.838392, 0.837997, 0.838797, 0.839835, 0.840429
tefreqs:, 29, 0.06, 0, 0, 0.06, 0.0438863, 0.0608738, 0.0608744, 0.0949752, 0.0949771, 0.133402, 0.133406, 0.17293, 0.172935, 0.212497, 0.212504, 0.251551, 0.251561, 0.289663, 0.289676, 0.32639, 0.326406, 0.361157, 0.361164, 0.392695, 0.394265, 0.422672, 0.422732, 0.446506, 0.446671, 0.464211, 0.464679, 0.47524, 0.476388, 0.481313, 0.482713, 0.485258, 0.4854, 0.486554, 0.487013, 0.489476, 0.492276, 0.494061, 0.495054, 0.501249, 0.501281, 0.505479, 0.505934, 0.5071, 0.509705, 0.509938, 0.51377, 0.515523, 0.517664, 0.520785, 0.522219, 0.523185, 0.524891, 0.525559, 0.526028, 0.528803, 0.53371, 0.537278, 0.539595, 0.540878, 0.594544, 0.59749, 0.599787, 0.600593, 0.603676, 0.603815, 0.607049, 0.609027, 0.611232, 0.613017, 0.615272, 0.615826, 0.616704, 0.617233, 0.617642, 0.62006, 0.622683, 0.624252, 0.62509, 0.626286, 0.627514, 0.627943, 0.628459, 0.628526, 0.630508, 0.632061, 0.632198, 0.633901, 0.638122, 0.638183, 0.63933, 0.641194, 0.642929, 0.643768, 0.64612, 0.646299, 0.649191, 0.649802, 0.656177, 0.656465, 0.659248, 0.659338, 0.66882, 0.669249, 0.670953, 0.671157, 0.682527, 0.682965, 0.683473, 0.683773, 0.694765, 0.69504, 0.696221, 0.696588, 0.703399, 0.703851, 0.707326, 0.70795, 0.716204, 0.716243, 0.74217, 0.742185, 0.752331, 0.752705, 0.758393, 0.75891, 0.76011, 0.760672, 0.762977, 0.763269, 0.766789, 0.767888, 0.767798, 0.767993, 0.771587, 0.772063, 0.772722, 0.774403, 0.774706, 0.775957, 0.776668, 0.777791, 0.7784, 0.777779, 0.777943, 0.779076, 0.779987, 0.781108, 0.781325, 0.782138, 0.782371, 0.783737, 0.785551, 0.786561, 0.787446, 0.792256, 0.796236, 0.798945, 0.799903, 0.811503, 0.811505, 0.831536, 0.832596, 0.833527, 0.836061, 0.834544, 0.835694, 0.835926, 0.836215, 0.836355, 0.836451, 0.836594, 0.836674, 0.837289, 0.837366, 0.838658, 0.838548, 0.83907, 0.840433, 0.84094
tefreqs:, 30, 0.08, 0, 0, 0.08, 0.0584866, 0.0720899, 0.0720904, 0.102476, 0.102478, 0.138779, 0.138782, 0.177037, 0.177042, 0.215769, 0.215776, 0.254226, 0.254236, 0.291882, 0.291895, 0.328236, 0.328253, 0.362678, 0.362685, 0.393912, 0.395522, 0.423653, 0.423712, 0.447189, 0.447357, 0.464572, 0.46505, 0.475293, 0.476458, 0.481176, 0.482578, 0.485064, 0.485207, 0.48635, 0.486832, 0.489223, 0.492006, 0.493806, 0.494822, 0.500462, 0.500535, 0.504044, 0.504655, 0.505767, 0.508625, 0.508803, 0.512869, 0.514688, 0.516945, 0.520229, 0.521522, 0.522726, 0.524523, 0.525209, 0.525751, 0.528263, 0.533234, 0.536859, 0.539219, 0.540527, 0.594589, 0.597471, 0.599475, 0.600133, 0.603081, 0.6034, 0.606493, 0.608658, 0.610924, 0.612736, 0.6151, 0.615574, 0.616555, 0.617131, 0.617549, 0.61977, 0.622422, 0.624012, 0.624599, 0.6249, 0.626422, 0.627512, 0.627966, 0.628232, 0.630306, 0.631211, 0.631213, 0.633626, 0.63696, 0.637071, 0.638981, 0.641877, 0.643443, 0.643924, 0.645035, 0.645369, 0.648857, 0.649703, 0.655302, 0.655464, 0.658265, 0.658325, 0.667604, 0.667979, 0.669511, 0.669682, 0.680906, 0.681028, 0.68179, 0.681804, 0.692326, 0.69287, 0.693654, 0.694307, 0.700549, 0.701089, 0.703916, 0.70467, 0.711366, 0.711419, 0.745823, 0.745813, 0.754672, 0.754945, 0.759884, 0.760385, 0.761471, 0.761949, 0.763981, 0.764243, 0.767755, 0.768562, 0.76853, 0.768553, 0.771965, 0.772369, 0.773395, 0.774765, 0.774993, 0.77616, 0.776983, 0.777895, 0.778541, 0.777882, 0.778302, 0.779113, 0.780019, 0.781365, 0.781478, 0.782342, 0.782372, 0.784012, 0.78574, 0.786722, 0.787667, 0.792494, 0.796483, 0.799224, 0.800188, 0.811945, 0.811947, 0.830425, 0.831752, 0.833024, 0.835958, 0.834282, 0.835295, 0.836072, 0.836274, 0.836339, 0.836464, 0.836554, 0.837111, 0.837503, 0.837718, 0.838979, 0.839292, 0.839382, 0.841027, 0.841493
tefreqs:, 31, 0.1, 0, 0, 0.1, 0.073064, 0.0843227, 0.0843231, 0.111362, 0.111364, 0.145386, 0.145389, 0.18217, 0.182175, 0.219894, 0.219901, 0.257616, 0.257626, 0.294701, 0.294714, 0.330586, 0.330602, 0.364616, 0.364621, 0.395461, 0.397123, 0.424902, 0.424959, 0.448048, 0.448219, 0.465, 0.465489, 0.475314, 0.476499, 0.480956, 0.482373, 0.484795, 0.484913, 0.486073, 0.486593, 0.48886, 0.491633, 0.493462, 0.494515, 0.499372, 0.499529, 0.502165, 0.503031, 0.504033, 0.507241, 0.507336, 0.511718, 0.513627, 0.516028, 0.519501, 0.520646, 0.522137, 0.524056, 0.524775, 0.525404, 0.527572, 0.532617, 0.536311, 0.538724, 0.540068, 0.594651, 0.597435, 0.599043, 0.599525, 0.60223, 0.60308, 0.605832, 0.608204, 0.61054, 0.61238, 0.614876, 0.615239, 0.616369, 0.616997, 0.617429, 0.619392, 0.622078, 0.62253, 0.623757, 0.62456, 0.624851, 0.626783, 0.627543, 0.62795, 0.630043, 0.630092, 0.630358, 0.633253, 0.63578, 0.635873, 0.638536, 0.642505, 0.643463, 0.643581, 0.644239, 0.644546, 0.648507, 0.649503, 0.65417, 0.654153, 0.6571, 0.657118, 0.666043, 0.666318, 0.667811, 0.667926, 0.678617, 0.678861, 0.679416, 0.679784, 0.689362, 0.690232, 0.690566, 0.691556, 0.697148, 0.697807, 0.699995, 0.700917, 0.706437, 0.706497, 0.749258, 0.749217, 0.757237, 0.757395, 0.761524, 0.762039, 0.76309, 0.763449, 0.765133, 0.765373, 0.768926, 0.769353, 0.769216, 0.769432, 0.772425, 0.772742, 0.774201, 0.775166, 0.775369, 0.776474, 0.77735, 0.778018, 0.778731, 0.778002, 0.778767, 0.779162, 0.780054, 0.781416, 0.781918, 0.782297, 0.782706, 0.784429, 0.786095, 0.787033, 0.787907, 0.792697, 0.796714, 0.79951, 0.80047, 0.812474, 0.812475, 0.829163, 0.830658, 0.832288, 0.835329, 0.834594, 0.835223, 0.835939, 0.836291, 0.836317, 0.836571, 0.836817, 0.837665, 0.838123, 0.838188, 0.839335, 0.839731, 0.84017, 0.841303, 0.841822
tefreqs:, 32, 0.12, 0, 0, 0.12, 0.0876117, 0.0971724, 0.0971728, 0.121316, 0.121318, 0.153052, 0.153055, 0.188235, 0.18824, 0.224817, 0.224824, 0.261684, 0.261695, 0.298096, 0.29811, 0.333421, 0.333438, 0.366957, 0.36696, 0.39733, 0.399059, 0.426408, 0.426461, 0.449071, 0.449244, 0.465479, 0.465979, 0.475285, 0.476493, 0.480638, 0.482086, 0.484443, 0.484502, 0.485704, 0.48629, 0.488335, 0.491119, 0.493005, 0.494121, 0.497851, 0.498103, 0.499815, 0.501088, 0.501873, 0.505523, 0.505654, 0.510307, 0.51237, 0.514909, 0.518599, 0.51962, 0.521432, 0.523506, 0.524256, 0.524984, 0.52674, 0.531855, 0.535627, 0.538102, 0.539483, 0.594735, 0.597344, 0.598464, 0.59877, 0.601299, 0.602723, 0.605054, 0.607643, 0.610061, 0.611934, 0.614592, 0.61479, 0.616142, 0.616827, 0.617278, 0.618892, 0.62162, 0.620328, 0.622793, 0.623351, 0.624353, 0.625698, 0.627055, 0.627656, 0.629232, 0.629594, 0.629774, 0.632811, 0.634475, 0.634522, 0.637954, 0.642174, 0.642361, 0.643053, 0.644151, 0.64453, 0.648161, 0.649143, 0.652294, 0.652578, 0.65585, 0.656292, 0.664138, 0.664269, 0.665941, 0.665987, 0.675814, 0.676295, 0.676871, 0.677449, 0.685969, 0.687036, 0.687241, 0.68843, 0.693315, 0.694124, 0.695716, 0.696838, 0.701447, 0.701502, 0.752467, 0.752394, 0.759902, 0.759931, 0.7632, 0.763768, 0.764912, 0.765112, 0.766371, 0.7666, 0.770226, 0.770264, 0.769958, 0.770466, 0.772943, 0.773168, 0.775025, 0.775549, 0.775677, 0.776766, 0.777771, 0.777971, 0.778785, 0.778479, 0.779236, 0.779404, 0.780331, 0.781501, 0.78226, 0.782377, 0.783243, 0.784828, 0.786389, 0.78729, 0.78829, 0.793048, 0.797078, 0.799925, 0.800901, 0.81309, 0.813096, 0.827869, 0.829586, 0.831531, 0.833346, 0.834625, 0.835695, 0.836245, 0.836355, 0.836431, 0.836822, 0.837136, 0.837874, 0.838709, 0.839227, 0.839673, 0.840167, 0.841202, 0.841906, 0.842424
tefreqs:, 33, 0.14, 0, 0, 0.14, 0.102123, 0.110406, 0.110406, 0.132081, 0.132082, 0.161615, 0.161618, 0.195135, 0.19514, 0.230477, 0.230484, 0.266392, 0.266403, 0.302041, 0.302055, 0.336723, 0.336739, 0.369683, 0.369683, 0.399503, 0.401316, 0.428158, 0.428205, 0.450234, 0.450408, 0.465967, 0.466474, 0.475154, 0.476388, 0.480171, 0.481689, 0.483923, 0.483992, 0.485235, 0.485919, 0.487624, 0.490441, 0.492414, 0.493625, 0.495834, 0.496391, 0.49699, 0.498929, 0.499297, 0.503381, 0.503757, 0.508661, 0.510899, 0.513611, 0.517463, 0.518501, 0.520608, 0.522865, 0.523647, 0.524482, 0.525766, 0.530944, 0.534799, 0.537342, 0.53877, 0.594843, 0.597009, 0.597734, 0.598061, 0.600347, 0.602347, 0.604211, 0.607004, 0.609494, 0.611404, 0.614224, 0.614247, 0.615875, 0.616617, 0.617094, 0.618265, 0.621033, 0.618031, 0.620714, 0.622803, 0.623942, 0.624247, 0.626337, 0.627271, 0.628462, 0.628795, 0.629442, 0.632296, 0.633348, 0.633384, 0.637232, 0.640669, 0.640936, 0.642963, 0.644064, 0.644849, 0.647861, 0.648679, 0.650591, 0.650787, 0.654491, 0.655047, 0.661915, 0.661933, 0.663931, 0.66394, 0.672704, 0.673272, 0.674231, 0.674847, 0.682237, 0.683225, 0.683915, 0.685014, 0.689151, 0.690135, 0.691193, 0.692539, 0.696428, 0.69646, 0.755443, 0.755337, 0.76247, 0.762579, 0.764839, 0.765489, 0.76685, 0.766888, 0.767645, 0.767887, 0.771155, 0.771717, 0.770741, 0.771581, 0.773506, 0.773652, 0.77564, 0.775908, 0.776454, 0.777181, 0.778117, 0.778308, 0.779011, 0.778658, 0.779322, 0.780058, 0.780426, 0.781509, 0.782199, 0.782884, 0.783907, 0.785356, 0.786825, 0.787667, 0.788675, 0.793393, 0.797454, 0.800386, 0.801363, 0.813789, 0.813792, 0.82652, 0.828515, 0.830723, 0.83288, 0.834351, 0.835541, 0.836284, 0.836489, 0.836574, 0.837165, 0.837445, 0.838118, 0.839163, 0.840313, 0.840547, 0.840558, 0.842225, 0.842473, 0.843189
tefreqs:, 34, 0.16, 0, 0, 0.16, 0.116592, 0.123882, 0.123882, 0.143458, 0.143459, 0.170926, 0.170929, 0.202772, 0.202777, 0.23681, 0.236818, 0.271696, 0.271707, 0.306502, 0.306517, 0.340466, 0.340483, 0.372772, 0.372777, 0.401963, 0.403881, 0.430137, 0.430174, 0.451509, 0.451676, 0.466405, 0.466911, 0.474854, 0.476116, 0.479488, 0.481148, 0.483105, 0.483419, 0.484649, 0.485471, 0.486666, 0.489526, 0.49161, 0.492802, 0.493374, 0.493678, 0.494201, 0.496295, 0.496614, 0.500953, 0.501779, 0.506834, 0.50928, 0.512175, 0.516055, 0.517366, 0.519671, 0.522139, 0.522938, 0.523886, 0.524669, 0.529885, 0.53382, 0.536433, 0.537906, 0.594979, 0.596114, 0.596826, 0.597732, 0.599388, 0.601905, 0.603407, 0.606319, 0.608828, 0.610788, 0.613512, 0.613833, 0.615561, 0.616354, 0.616871, 0.617451, 0.620201, 0.615714, 0.618678, 0.621848, 0.622894, 0.623431, 0.625444, 0.626801, 0.627984, 0.628175, 0.629099, 0.631734, 0.632082, 0.632178, 0.636407, 0.639145, 0.639425, 0.642219, 0.644343, 0.645086, 0.647598, 0.648116, 0.648756, 0.648847, 0.653024, 0.653733, 0.659353, 0.659529, 0.661775, 0.661803, 0.669376, 0.670027, 0.671419, 0.672026, 0.678257, 0.679194, 0.680367, 0.681384, 0.684746, 0.68591, 0.686532, 0.688106, 0.691405, 0.691415, 0.758181, 0.758086, 0.764957, 0.76522, 0.766406, 0.76715, 0.768692, 0.768733, 0.768949, 0.769148, 0.771864, 0.772976, 0.771715, 0.773084, 0.774112, 0.774247, 0.776135, 0.776285, 0.777497, 0.777612, 0.778317, 0.779001, 0.779302, 0.778844, 0.779425, 0.780407, 0.780856, 0.781508, 0.782136, 0.783353, 0.78467, 0.785752, 0.787139, 0.787954, 0.789268, 0.793928, 0.79797, 0.800975, 0.801981, 0.814526, 0.814528, 0.825157, 0.827342, 0.82987, 0.832342, 0.83408, 0.835475, 0.836377, 0.836628, 0.836762, 0.837569, 0.837792, 0.838377, 0.839478, 0.841197, 0.842025, 0.840878, 0.842403, 0.843017, 0.843987
tefreqs:, 35, 0.18, 0, 0, 0.18, 0.13101, 0.137508, 0.137508, 0.155294, 0.155296, 0.180852, 0.180855, 0.211052, 0.211057, 0.243752, 0.24376, 0.27755, 0.277561, 0.311448, 0.311463, 0.344625, 0.344642, 0.376203, 0.376215, 0.404686, 0.406735, 0.432323, 0.43234, 0.452846, 0.452997, 0.466703, 0.467187, 0.474285, 0.475575, 0.478496, 0.480414, 0.481925, 0.482695, 0.483944, 0.484937, 0.485347, 0.48811, 0.489731, 0.490062, 0.490248, 0.491907, 0.492369, 0.492975, 0.49422, 0.498324, 0.499664, 0.504906, 0.507504, 0.510673, 0.514412, 0.51625, 0.518623, 0.521331, 0.522098, 0.523183, 0.523526, 0.528696, 0.532687, 0.535364, 0.536886, 0.594921, 0.595141, 0.595852, 0.597515, 0.598539, 0.601484, 0.60249, 0.605539, 0.608066, 0.610072, 0.612629, 0.613248, 0.613396, 0.615198, 0.616078, 0.616233, 0.616608, 0.616549, 0.619669, 0.620291, 0.621949, 0.622796, 0.624242, 0.62613, 0.627535, 0.627583, 0.628752, 0.631132, 0.631154, 0.631182, 0.635494, 0.637639, 0.637925, 0.641101, 0.644637, 0.645163, 0.646686, 0.647255, 0.647351, 0.646859, 0.651692, 0.652543, 0.656716, 0.657047, 0.659485, 0.659583, 0.665919, 0.666684, 0.668444, 0.669036, 0.674108, 0.675034, 0.67665, 0.677607, 0.680176, 0.681435, 0.68188, 0.683604, 0.686371, 0.686446, 0.760678, 0.760505, 0.767354, 0.76777, 0.767879, 0.768721, 0.770096, 0.770131, 0.770638, 0.770967, 0.772799, 0.774431, 0.772586, 0.774083, 0.774736, 0.775053, 0.776602, 0.776648, 0.777983, 0.778332, 0.778856, 0.779445, 0.779932, 0.779047, 0.77955, 0.780506, 0.781502, 0.781673, 0.782111, 0.783852, 0.785543, 0.786292, 0.787568, 0.788315, 0.789816, 0.794417, 0.798504, 0.80162, 0.802665, 0.815304, 0.815305, 0.823801, 0.826257, 0.829082, 0.831891, 0.833808, 0.835398, 0.836498, 0.836755, 0.836958, 0.837993, 0.838133, 0.838602, 0.839676, 0.84223, 0.84364, 0.841061, 0.842715, 0.843664, 0.845349
tefreqs:, 36, 0.2, 0, 0, 0.2, 0.145372, 0.151223, 0.151223, 0.167474, 0.167475, 0.191282, 0.191285, 0.219886, 0.219892, 0.251237, 0.251245, 0.283905, 0.283917, 0.316842, 0.316858, 0.349171, 0.349188, 0.379952, 0.379973, 0.407647, 0.409861, 0.43469, 0.434674, 0.454173, 0.454284, 0.466721, 0.467143, 0.473313, 0.474603, 0.47711, 0.479414, 0.480238, 0.48179, 0.483143, 0.483519, 0.484307, 0.485088, 0.485478, 0.487537, 0.487682, 0.489077, 0.490587, 0.491091, 0.492107, 0.495645, 0.497481, 0.502994, 0.505663, 0.509181, 0.51259, 0.515159, 0.517331, 0.52041, 0.520888, 0.522349, 0.522693, 0.527414, 0.531394, 0.534121, 0.535685, 0.593664, 0.59472, 0.59541, 0.596963, 0.598069, 0.600638, 0.602001, 0.604726, 0.60716, 0.609239, 0.611032, 0.611559, 0.612777, 0.614212, 0.614771, 0.615713, 0.616294, 0.615356, 0.618633, 0.618644, 0.62106, 0.621998, 0.623043, 0.625418, 0.627025, 0.6273, 0.628412, 0.630527, 0.63017, 0.630184, 0.63451, 0.636203, 0.63648, 0.639765, 0.644792, 0.644882, 0.644977, 0.646515, 0.64709, 0.644884, 0.650229, 0.651091, 0.654122, 0.654585, 0.657091, 0.6573, 0.662428, 0.663372, 0.665344, 0.665924, 0.669871, 0.670839, 0.672821, 0.673744, 0.675514, 0.676699, 0.677368, 0.679095, 0.681407, 0.681569, 0.762935, 0.762742, 0.769254, 0.769642, 0.770188, 0.770221, 0.771311, 0.771315, 0.772471, 0.772871, 0.773815, 0.775888, 0.773466, 0.774791, 0.77536, 0.776116, 0.776985, 0.776996, 0.778239, 0.778386, 0.779251, 0.779904, 0.780703, 0.779533, 0.77978, 0.780733, 0.781531, 0.781963, 0.783172, 0.78436, 0.786493, 0.786628, 0.787901, 0.788616, 0.790644, 0.795076, 0.799135, 0.802347, 0.803463, 0.816099, 0.816102, 0.822425, 0.825127, 0.828233, 0.831251, 0.833511, 0.835347, 0.836622, 0.836848, 0.837174, 0.838425, 0.838464, 0.838642, 0.839653, 0.843318, 0.845238, 0.841219, 0.843089, 0.844461, 0.846896
